"COMID","JAN_Q_NORM","FEB_Q_NORM","MARCH_Q_NORM","APRIL_Q_NORM","MAY_Q_NORM","JUNE_Q_NORM","JULY_Q_NORM","AUG_Q_NORM","SEPT_Q_NORM","OCT_Q_NORM","NOV_Q_NORM","DEC_Q_NORM","LONG_TA_METERS","LAT_TA_METERS","TotDASqKM","IN_HUC12","AREA_ID"
2665613,3.02934199151413,2.75871773582816,2.09298353832915,0.986739271341665,0.296213208418131,0.114788671733072,0.0434148444898637,0.0209650022436691,0.0179209825296022,0.0694197519686914,0.441546788585352,2.01442304893036,-314478.0938,134872.9063,786.5334,180101080409,550
8286600,2.73575022950159,2.43969832361338,1.912265965129,1.08751715481381,0.434464317428881,0.185762093494306,0.0670919168140282,0.0307855401217621,0.0247738374865638,0.123288806630209,0.7076880370241,2.28398091035355,-338035.1875,265814.8125,107.5572,180101060406,560
8319319,2.29448529964393,2.19590254685114,2.10354548897453,1.33663313723975,0.660006685930194,0.259963733579891,0.0866107639491053,0.037918110145435,0.0325261337791445,0.135717667430089,0.835655871296606,2.0427787948867,-321944.2188,326397.7188,175.6548,180101020102,570
8288668,2.86166111316887,2.40588216568634,1.86069909803493,0.998857094483911,0.422122444209359,0.156334452003428,0.0547784887422602,0.0342602660073557,0.0277977693757232,0.120991420322388,0.652142309681851,2.304897727454,-302552.8438,188253.2344,14.4054,180101060101,580
14934716,1.31512606285874,2.00921389352159,2.22227885497212,2.31065370033354,1.1385013593589,0.763807096478442,0.368025747064135,0.0730529457396054,0.054828528574531,0.0606972759717071,0.296727362096464,1.00747122464953,109418.9219,-232162.7656,215.3133,180300050401,590
17150266,1.95238376282939,3.06689426068205,2.87968075947453,1.67524901152569,0.50158722195711,0.184243767708827,0.0676232978604071,0.0202711493450211,0.0244807027319867,0.0325384181573663,0.200886599996713,0.867446641663786,-36149.9375,-177641.6719,144.072,180300090605,600
4440524,2.04621578754754,2.00919354103095,1.75436861494614,1.35115973666607,0.839345461660501,0.430617634963283,0.157485860829932,0.0854411388242668,0.084400308831371,0.23596064583618,0.919460753956482,2.02609686436425,-282070.8125,432140.0625,309.6999,180102090104,610
8232128,2.28025107392331,2.36039831829198,2.13868733239922,1.46320442417511,0.802103684057454,0.343129793401458,0.131922414682854,0.0662999302831684,0.0539635474018623,0.135458410931215,0.503343465519932,1.56103615835209,-296973.0938,303923.9063,2090.4948,180102120503,620
17596111,2.56691245581554,3.79368831980963,2.50490428284241,1.04491590788294,0.326550264517751,0.116728479183751,0.0479608374544416,0.0252384159617418,0.0244547017113267,0.0654531075314542,0.276183279022132,0.786488597611594,19693.42188,-392368.9688,16.5843,180600130201,630
2803985,3.18577257451469,2.97358123477784,2.21439203885385,1.04354483715506,0.393076530064475,0.156550456382117,0.098874390634546,0.0899512480627438,0.180402847992532,0.0784044487407198,0.248070514709062,1.1314634611242,-182857.3906,-32482.64063,14.3613,180500040802,640
14917763,0.311417574557084,0.315248967510958,0.68193886618716,1.19323140010175,2.51488206983378,3.18136686795289,1.7137495789211,0.809667920722125,0.338045153747318,0.12719544201736,0.217177507192311,0.277058985879578,119295.0859,-154709.125,22.0536,180300070401,650
1669023,2.8776279847163,3.00717328994309,1.95730718323534,1.02926999146418,0.357934260478077,0.134988782624727,0.0617487086114987,0.0356158803664974,0.0359796394833543,0.0933838571746868,0.506031094007048,1.73794367673587,-221714.2656,50307.72656,36.7776,180500020301,660
8273429,3.04119677937013,2.99403015064562,1.90028639868526,0.992266770068926,0.353300720682134,0.152999232503586,0.0774817499895608,0.0468128376124416,0.0415881433429584,0.105959395592563,0.543198645043299,1.6186626758778,-230393.6875,39012.48047,10.6911,180101100701,670
8273657,3.15964783923016,3.09699806698464,2.04428453557521,0.933688281983878,0.303841999734672,0.105347529063854,0.0485934550808744,0.044721363133852,0.0551760981172532,0.0942352132938766,0.469769210595358,1.57723727528464,-238094.7813,45875.88281,140.6052,180101100701,680
8273659,3.13098818144093,3.10582289433154,2.04755643531408,0.94603337230318,0.304774016132915,0.108083309059226,0.0489490135467442,0.0442721553278287,0.0562522550024149,0.0994299036225931,0.467642645379825,1.57103468227571,-243627.625,40796.04297,112.7304,180101100701,690
948010117,2.92474249074873,3.00772734340953,1.95984036457864,0.924993658772381,0.325583083718534,0.141343167532149,0.0712271140402461,0.0446453671039136,0.0435467821535283,0.105376183986097,0.522322882581726,1.78669806719281,-230025.1875,46406.08984,42.1758,180101100702,700
7975829,2.49216782002601,2.35509872702189,2.08410796903777,1.40755807468626,0.747908859912075,0.344829065449859,0.123873511320808,0.0737335894511025,0.0596919620423687,0.185177975264544,0.59538839163566,1.3208438015671,-147268.3906,128875.6641,32664.4479,180201590400,710
2666027,2.74521658472691,2.61921847062026,2.17425494030677,1.07010170837855,0.40220984757301,0.162789896413856,0.0704793943918119,0.048947947946357,0.0347897315131581,0.110480184440108,0.558920359407459,1.95144950444702,-312475.4688,111783.6016,40.4541,180101080904,720
2665615,3.116802319818,2.5718721156518,1.98859613289681,1.01283012873054,0.348557783303882,0.143545662000368,0.0723782969176695,0.0379621037250807,0.0248602197070939,0.0781690794787491,0.510588999398,1.95232153643119,-295877.8125,131983.7344,76.1247,180101080406,730
2705981,2.45507860654339,2.50973955759223,2.13045725647919,1.1502481055104,0.506718199251484,0.187548011107292,0.0546399477311882,0.0246585461112512,0.0241338722652219,0.130219934048171,0.689621213421446,2.16916508582536,-312343.9688,265144.0938,119.9259,180101050601,740
2705479,2.48384431644276,2.35925640652838,1.97214498219836,1.18170259226624,0.577232343851346,0.190779387825559,0.0447997100103484,0.0176584769389883,0.0207071525655943,0.139046317135616,0.855678181637183,2.13485682454674,-317072.375,284655.9688,475.8291,180101050903,750
23945199,2.30813815748793,1.92900409156377,1.70944314579377,1.19565800712859,0.679297595737859,0.319697458026172,0.117934273632548,0.0709851780525707,0.081006857951496,0.210745693178509,1.10618215842611,2.2460184110847,-307248.5625,445500.125,42.7959,171003110402,760
8303604,2.79826442822102,2.60205042431927,2.03101486827041,1.08568603312824,0.466553568811568,0.174022905795396,0.0528384732832066,0.0187444864319145,0.0450716062247082,0.0917820980401273,0.502536974001604,2.04838454467518,-294514.9688,172125.7813,263.2239,180101030405,770
2706699,2.7085779967296,2.43630230533868,1.94589030210181,1.15443909538399,0.484120424197995,0.179731363072865,0.0495916285288189,0.0197267647398594,0.0228387449287833,0.127760042507068,0.690394800184213,2.09129259305663,-291028.4688,242757.3281,41.0301,180101050101,780
8232534,2.13722965788799,2.38647689489815,2.04369336830483,1.39896742299432,0.730908640001505,0.302052989210402,0.103789486601101,0.0509302045918045,0.0413266677169554,0.131031173413054,0.681354671983878,1.86974691188734,-292580.7188,285180.75,889.1631,180102120406,790
8292877,2.10286334917214,2.26401366929518,1.6092526568315,1.27779863246386,1.07304555930972,0.777845267588903,0.20079974619006,0.0586231598782475,0.0477670733209857,0.144816089132161,0.705065282145252,1.68336906671639,-256929,228871.875,55.6479,180101040201,800
948010084,1.39205710140771,1.38766178138205,1.38832135299407,2.09478228167495,2.42088771892278,0.920645169259334,0.3125043531229,0.18586458040253,0.196373165649002,0.27054277646381,0.44270329115466,0.927117254337977,-244017.1406,375012.4688,85.1283,180102080203,810
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-226333.9844,19736.14648,NA,180500020606,820
7990677,2.76071767677275,3.17840759507689,2.26106422577797,1.15529576553758,0.417000401871173,0.145086325657805,0.0330040923883206,0.0136751977242545,0.00936492409989845,0.0484726320010576,0.274251754189032,1.46036390515558,-220848.5313,196538.8906,51.795,180201150502,830
2495734,2.96302208873329,3.18091842851107,1.90314698306228,1.15787154052004,0.38641795452613,0.136854185330314,0.0579604872941158,0.057325347471496,0.0767470637870775,0.0692260373879639,0.361995398395439,1.54236074258985,-192690.3438,270216.8438,76.8672,180201540502,840
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-185477,397647,NA,180102070403,850
2854983,3.07952975618371,3.48251571273439,2.37740009668422,0.874730188279473,0.250789645371215,0.0892488433522109,0.0359436625256395,0.0235057031180166,0.0235133020906498,0.0654844920634691,0.240876483882251,1.22734995231021,-182736.4688,100149.3906,102.9114,180201041002,860
17661321,3.10497809229899,3.31170050982869,2.2556819992055,1.09106529627476,0.289439591116794,0.099689014492002,0.0376731732179251,0.014937180023968,0.019717833881725,0.0628842318445378,0.310047680917054,1.20409538604776,-153291.7188,-98247.48438,75.9618,180600020302,870
948060251,3.52567528720279,3.15756448823454,2.19813117755772,1.02494418887384,0.255940583271002,0.0929696177370565,0.0427706619389575,0.0229413660053707,0.0351140047202796,0.0556984534430142,0.248306696111669,1.05223028261903,-140132.7031,-106955.9297,265.6134,180600020303,880
2811079,2.95351882748284,3.05153180322579,2.54367125536791,1.17580734630815,0.350678598705975,0.132112091999341,0.0522373485676034,0.0238272351832185,0.0200433176782297,0.0317256457317406,0.211986892086125,1.28703657534134,-156557.6406,-61520.59766,249.9516,180500040103,890
8203297,2.50964681561894,3.54927361802762,2.35897694980455,1.13997271125441,0.42258804330085,0.186026042188127,0.0874662027715868,0.0593554789657419,0.0565663542646626,0.0847353135638644,0.253166850120292,1.07247618566248,-130804.4609,-186288.3594,150.12,180600051306,900
16595447,2.74621216487394,3.62415547991272,2.68331725558141,1.3237042046177,0.304585827395261,0.102220701038938,0.0237455872383899,0.00255787251334188,0.00344457016356559,0.024505641701833,0.143276133475845,0.869231972484712,-124672.0859,-87084.82031,58.8249,180400020101,910
3952411,3.09477899521563,3.05805531836502,2.22582399494368,0.978610190726879,0.349919821115537,0.138265961983665,0.106117991362825,0.175061342025315,0.311025955305504,0.101106997630067,0.411418038481403,0.788837783400206,-103344.2422,20181.00586,25.5249,180400121102,920
15013989,1.94079322761083,2.34729007700346,2.05237659152017,2.21214254644126,1.01998602441146,0.351625657398859,0.163998827543831,0.115688471724942,0.0875358833612672,0.112672768355372,0.45803087400284,1.11517607856988,-105100.7031,114669.6641,729.9864,180201260302,930
2823436,3.06083727649697,3.88767486240215,2.10348061139693,0.839238833762661,0.271923585998755,0.036633272885726,0,0,0.741558880319987,0,0.420628444273981,0.408029493823412,-92058.35156,-30361.97656,4.3614,180400100706,940
8206375,2.51712351591848,2.82271448413723,2.41574101132817,1.67072983153963,0.550393875064963,0.231597764785148,0.115393495328941,0.0550019159611182,0.0464967485893698,0.0648938766936574,0.241412907510359,0.773302967606173,-68101.42188,-197263.2813,125.3214,180600050903,950
8063351,0.965285349267372,0.989179214973205,1.1638974425076,1.58406436560327,3.46422383370434,1.82151259771643,0.377580658537037,0.0880908693455979,0.0788130675032321,0.135660378203944,0.378954277121083,0.836049399032524,-55438.05078,164971.5938,196.5852,180201250503,960
8027168,1.06166668234482,1.51983964398836,1.73007214386797,2.03881527399885,1.71435242889536,1.18768512821931,0.474153507016928,0.230937643770456,0.148992305378911,0.303360696245333,0.589941851057332,0.75044388816607,-59425.94141,224267.875,1252.8612,180201220603,970
8027038,1.1748838093946,1.59499710864721,1.69911989589729,1.76376636943034,1.6658086751344,1.1589333159766,0.48562761576739,0.233231815546643,0.181457151189235,0.370898359891129,0.651872689112244,0.805324441508707,-48322.92969,230982.1094,842.1876,180201220206,980
17136654,2.43046820423499,4.8106291317965,2.32431664269185,0.941986131589939,0.259789997042024,0.0661851985676189,0,0,0.0178237331497042,0.0195905021975237,0.145337842390871,0.595886517381604,-43644.44141,-159050.9688,14.6412,180300090904,990
8933712,0.595685961866041,0.553338420836003,0.57023197760423,1.51506553973952,3.26105065260019,2.81807709453352,0.941551518094791,0.35468338738383,0.184180984924886,0.197756270676717,0.362109449269359,0.50018405652219,-26222.05664,152054.7656,34.2765,160501020203,1000
17608125,2.2567461888759,3.61532196058054,2.58267248773883,1.37138628099585,0.44576158130145,0.175534572980871,0.0729014366338166,0.0346726020463133,0.0285711316827619,0.0656684856866006,0.230023639572612,0.676377452476621,-25.5674515,-382716.875,1283.3766,180600100505,1010
17094393,2.28581276484902,2.80660341026514,2.49137766747588,1.89159704454977,0.515831685901959,0.159444772078795,0.0397559479893833,0.0138580083197581,0.0138793521553012,0.054393469347116,0.296538587152559,1.14342972158273,-9846.901367,-56485.12109,113.9535,180400011001,1020
948021038,0.802556107843536,0.948303115609529,1.33281728576081,1.73659779714595,2.00928186868094,1.82975402853167,0.670543558793851,0.268870524143903,0.401724895084133,0.383904670117613,0.609497913265423,0.830424976997676,-20535.33008,179681.875,163.2825,180201230202,1030
20298929,1.10767369921728,1.17189118237228,0.886167624482642,1.51903327904704,2.19590197608388,1.2665026131665,0.677248311747419,0.372565417784854,0.302843667516194,0.488074436593813,0.813827500787838,1.03228048841122,-5591.660156,186511.9844,147.6288,180800031202,1040
20296913,0.946977748351431,1.06014485528815,1.12463097273893,1.24603896748154,1.98163220713901,1.18777916457507,0.717916273526444,0.778122383532619,0.426144416271389,0.468699437449714,0.815543203551503,1.03679814619944,-16093.90527,258725.4063,3729.1221,180800031501,1050
17626029,1.62849009443334,2.91108108514438,2.88623047575289,1.85499113609963,0.634014441492657,0.273525032305319,0.141734859968207,0.0987494075794719,0.0779186008147656,0.102106566134257,0.295403608257111,0.623278071626936,15838.875,-353782.75,269.9127,180600080103,1060
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34987.13672,-141190.9688,NA,180300090303,1070
17636694,1.61472180594356,2.78242207776151,2.94070595331511,1.7446095470572,0.610399755783727,0.339720031730853,0.167973910579886,0.0841007447032904,0.0825687190149222,0.144378203971079,0.350370213880042,0.724043085816249,61994.09375,-352640.9063,109.2375,180600070108,1080
17141526,2.15916451058033,2.67626978467443,2.49588956837048,2.04158294374731,0.695790097770998,0.214763502060308,0.0716807359768075,0.0352318132020828,0.0476163856351557,0.0787038097610584,0.333736672442875,0.785526608762279,37368.61719,-123008.2813,209.7018,180300090402,1090
14930413,0.886285434508719,1.17736363877534,1.48660922884886,1.80236158302654,2.28881736056158,1.62162346735324,0.619457752858033,0.348692722403263,0.190134931306479,0.218348556076452,0.325066190749232,0.669669381851841,113047.2109,-208446.3125,284.1129,180300060103,1100
